GUID,Description,Guild,Owner,Visibility,UploadedAsEpoch,UploadedAsDateTime,DurationAsEpoch,DurationAsTime,"Ara-Kara, City of Echoes",Eco-Dome Al'dani,Halls of Atonement,Operation: Floodgate,Priory of the Sacred Flame,Tazavesh: So'leah's Gambit,Tazavesh: Streets of Wonder,The Dawnbreaker
ALjxVZqC1Knfc3QJ,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754253068,"August 3, 2025 10:31 PM",3541801,an hour,0,0,0,0,0,1,1,0
cVMw7tmgdP9WaGNk,Mythic+ Season 3,Personal Logs,jajimentol,Public,1754243074,"August 3, 2025 7:44 PM",1852143,31 minutes,0,0,0,0,0,1,0,0
Vj74HBa1XvkdhFRw,Mythic+ Season 3,Personal Logs,rappr,Public,1754231490,"August 3, 2025 4:31 PM",1814498,30 minutes,0,0,0,0,0,1,0,0
HAfygx7MXVY3BKTk,250803 GMBT +15 BM,Personal Logs,Umbrellas,Public,1754224911,"August 3, 2025 2:41 PM",4765229,an hour,0,0,0,0,0,1,0,0
xgK43aGd6Df8t9mh,18hong tu,Personal Logs,美团搜担担面,Public,1754216196,"August 3, 2025 12:16 PM",9288169,3 hours,0,0,0,0,0,1,1,0
FjAfY3G6whQmgrT4,Mythic+ Season 3,Personal Logs,EV0luti0nz,Public,1754215807,"August 3, 2025 12:10 PM",11087179,3 hours,0,0,0,0,0,1,1,0
M9XdxCQj1PR4Jtcg,18hong tu,Personal Logs,美团搜担担面,Public,1754210539,"August 3, 2025 10:42 AM",3681257,an hour,0,0,0,0,0,1,1,0
fhqWN2wLz7jgb4xr,Mythic+ Season 3,Personal Logs,Furinax Tribe,Public,1754203571,"August 3, 2025 8:46 AM",3384592,an hour,0,0,0,0,0,1,0,0
aR7pcVHB4zZhG29D,14 gambit,Personal Logs,Nice,Public,1754187516,"August 3, 2025 4:18 AM",3866225,an hour,0,0,0,0,0,1,0,0
MyWrF6Tbpgzn1j7K,Mythic+ Season 3,Personal Logs,Yegu,Public,1754168260,"August 2, 2025 10:57 PM",3386850,an hour,0,0,0,0,0,1,0,0
gpw7TN1LhtBD9ajv,17 Gambino,Personal Logs,Thorrack,Public,1754152882,"August 2, 2025 6:41 PM",2074089,35 minutes,0,0,0,0,0,1,0,0
Xp1bt2P7DhyYndrV,Mythic+ Season 3,Personal Logs,yoloswagginzbdf,Public,1754114657,"August 2, 2025 8:04 AM",20959905,6 hours,0,0,0,0,0,1,0,0
hDpaqWcdMFC6mfYN,Mythic+ Season 3,Personal Logs,Voidmend,Public,1754107550,"August 2, 2025 6:05 AM",4513573,an hour,0,0,0,0,0,1,0,1
1WtkVfKc7RGZLvAw,Mythic+ Season 3,Personal Logs,Shadowdash,Public,1754088636,"August 2, 2025 12:50 AM",3437728,an hour,0,0,0,0,0,1,0,0
nkLfhcK2P4YzAtwN,16 Dawn Dotc,Personal Logs,Thorrack,Public,1754087414,"August 2, 2025 12:30 AM",5948628,2 hours,0,0,0,0,0,1,0,1
1aW2kfvpMyNDwX3R,250802 GMBT +16 MM,Personal Logs,Umbrellas,Public,1754085560,"August 1, 2025 11:59 PM",1700339,28 minutes,0,0,0,0,0,1,0,0
mQV7TNGzDkxv2WMP,Mythic+ Season 3,Personal Logs,Dillywow,Public,1754077244,"August 1, 2025 9:40 PM",10975693,3 hours,0,0,0,0,0,1,0,0
bQkDJLdGfNTXVzpB,Mythic+ Season 3,Personal Logs,Dillywow,Public,1754077200,"August 1, 2025 9:40 PM",10975693,3 hours,0,0,0,0,0,1,0,0
ARJkzwjFvc163NWY,Mythic+ Season 3,Personal Logs,IceFresh,Public,1754034720,"August 1, 2025 9:52 AM",3805788,an hour,0,0,0,0,0,1,0,0
fMz3rTy2Ygxa68k9,DKT 16宏图,Personal Logs,Windfire,Public,1754028867,"August 1, 2025 8:14 AM",3008627,an hour,0,0,0,0,0,1,0,0
4hxWQM1pGZCzgm9t,ShamanKeys,House of Dragons,Suwoop,Public,1754003296,"August 1, 2025 1:08 AM",5906526,2 hours,0,0,0,0,0,1,0,1
Qcx9W4gKrAFDwN8Y,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753987537,"July 31, 2025 8:45 PM",156202320,2 days,0,0,0,0,0,1,0,0
qTmJD63hNLAgxz4v,DKT 16天街,Personal Logs,Windfire,Public,1753973261,"July 31, 2025 4:47 PM",6850916,2 hours,0,0,0,0,0,1,1,0
AQdNM1hKfzFwabCt,DKT 17破晨17宏图,Personal Logs,Windfire,Public,1753951006,"July 31, 2025 10:36 AM",4246479,an hour,0,0,0,0,0,1,0,1
KhGtjFwZq9QWHvCy,Mythic+ Season 3,Personal Logs,AngryMidget,Public,1753915978,"July 31, 2025 12:52 AM",2071960,35 minutes,0,0,0,0,0,1,1,0
3ZJyXnMD2NV1RCvm,Mythic+ Season 3,Personal Logs,Zolur,Public,1753889556,"July 30, 2025 5:32 PM",5039351,an hour,0,0,0,0,0,1,0,0
WkcxdbaZCpVRTQM8,Mythic+ Season 3,Personal Logs,rappr,Public,1753888998,"July 30, 2025 5:23 PM",1567075,26 minutes,0,0,0,0,0,1,0,0
rgqFD3JmXB8b2Af6,Mythic+ Season 3,Personal Logs,Tristin68,Public,1753835976,"July 30, 2025 2:39 AM",5694414,2 hours,0,0,0,0,0,1,0,0
hRZFjBQmAHGdvanC,Mythic+ Season 3,Personal Logs,Darragh,Public,1753816940,"July 29, 2025 9:22 PM",1579340,26 minutes,0,0,0,0,0,1,0,0
QRMHnW7ZLmktz2GJ,Mythic+ Season 3,Personal Logs,JayZonday,Public,1753804620,"July 29, 2025 5:57 PM",930815,16 minutes,0,0,0,0,0,1,0,0
Tyn2D1cWtQfqz6RB,Mythic+ Season 3,Personal Logs,WallabyKingdom,Public,1753795856,"July 29, 2025 3:30 PM",7148112,2 hours,0,0,0,0,0,1,1,0
hyv2WVzp6kDY4da9,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753783472,"July 29, 2025 12:04 PM",940462,16 minutes,0,0,0,0,0,1,0,0
3HyDhf6naCFtTZVb,Mythic+ Season 3,Personal Logs,JDedalus,Public,1753774515,"July 29, 2025 9:35 AM",6863754,2 hours,0,0,0,0,0,1,1,0
gKpHGL2XaQvMVtfj,DKT 16宏图,Personal Logs,Windfire,Public,1753774026,"July 29, 2025 9:27 AM",5299022,an hour,0,0,0,0,0,1,1,0
fHgMjyxQF9XRNLmt,Mythic+ Season 3,Personal Logs,twidongyi,Public,1753773988,"July 29, 2025 9:26 AM",3414141,an hour,0,0,0,0,0,1,0,0
4nzJwyrM9hb7cKaB,Mythic+ Season 3,Personal Logs,playonbirds,Public,1753755373,"July 29, 2025 4:16 AM",3820360,an hour,0,0,0,0,0,1,1,0
ryVFap84HvYMJBfc,+12 gambit test,Personal Logs,swipe,Public,1753742527,"July 29, 2025 12:42 AM",1547027,26 minutes,0,0,0,0,0,1,0,0
2btN1fyw6C4hTmYc,Mythic+ Season 3,Personal Logs,slothlog,Public,1753687440,"July 28, 2025 9:24 AM",1155735,19 minutes,0,0,0,0,0,1,0,0
nHF3ftaKTm6gYvdZ,Mythic+ Season 3,Personal Logs,Borrunir,Public,1753682855,"July 28, 2025 8:07 AM",8245605,2 hours,0,0,0,0,0,1,1,0
PWxqN7hz6wKVF2Cb,250725 GMBT +12 BM,Personal Logs,Umbrellas,Public,1753682523,"July 28, 2025 8:02 AM",1331289,22 minutes,0,0,0,0,0,1,0,0
Dzak283NFwnYXrP1,Mythic+ Season 3,Personal Logs,Kevybevy,Public,1753679813,"July 28, 2025 7:16 AM",2798904,an hour,0,0,0,0,0,1,0,0
qp3yMQ62cbXhLaC9,Mythic+ Season 3,Personal Logs,shiv613c,Public,1753652282,"July 27, 2025 11:38 PM",1806657,30 minutes,0,0,0,0,0,1,0,0
79qj3kLJg81rmANC,Mythic+ Season 3,Personal Logs,BrianG1017,Public,1753650134,"July 27, 2025 11:02 PM",2866368,an hour,0,0,0,0,0,1,0,0
BTA6PDvdKfNGXHth,log,Reformed,grandmother_wow,Public,1753648382,"July 27, 2025 10:33 PM",1295695,22 minutes,0,0,0,0,0,1,0,0
fPdC74cDvGFXWQ9L,熊 15天街16宏图,Personal Logs,Windfire,Public,1753603663,"July 27, 2025 10:07 AM",8122960,2 hours,0,0,0,0,0,1,1,0
ZKh3xVzHPdFmCyW4,Mythic+ Season 3,Personal Logs,Wordpudding,Public,1753603425,"July 27, 2025 10:03 AM",7986837,2 hours,0,0,0,0,0,1,1,0
rg6ya2PqC4TBG3jd,Mythic+ Season 3,Personal Logs,killer2608,Public,1753576463,"July 27, 2025 2:34 AM",4047496,an hour,0,0,0,0,0,1,0,0
NmPc7LtgxfpDR4jX,Mythic+ Season 3,Personal Logs,shiv613c,Public,1753573775,"July 27, 2025 1:49 AM",1845466,31 minutes,0,0,0,0,0,1,0,0
R1vFXzMr8yZHPgcx,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753569018,"July 27, 2025 12:30 AM",15484569,4 hours,0,0,0,0,0,1,0,0
ZVYcLmHdfTayrn7q,Mythic+ Season 3,Personal Logs,Voidmend,Public,1753567262,"July 27, 2025 12:01 AM",2597401,43 minutes,0,0,0,0,0,1,0,0
qxdVBMP4CQKmjh6D,ptrptrptrptrptrptrptrptrptrptrptrptrptrptrptrptrptrptrptrptrptr,Personal Logs,corrisx3,Public,1753565379,"July 26, 2025 11:29 PM",3597857,an hour,0,0,0,0,0,1,0,0
CLtfNR3VcbrD6p4n,Mythic+ Season 3,Personal Logs,tettles,Public,1753556624,"July 26, 2025 9:03 PM",4917943,an hour,0,0,0,0,0,1,1,0
1GZtnRAfhVKrpHQk,fc,Personal Logs,Thorrack,Public,1753546187,"July 26, 2025 6:09 PM",3242899,an hour,0,0,0,0,0,1,0,0
vZM2mc9fnrTqAhCy,Mythic+ Season 3,Personal Logs,Rasl,Public,1753535604,"July 26, 2025 3:13 PM",2245350,37 minutes,0,0,0,0,0,1,0,0
7RyvwdzqmW2ZjVLM,Mythic+ Season 3,Personal Logs,belquin,Public,1753535586,"July 26, 2025 3:13 PM",1236971,21 minutes,0,0,0,0,0,1,0,0
qNdwbQVgh3XFRWHv,Mythic+ Season 3,Personal Logs,slothlog,Public,1753535028,"July 26, 2025 3:03 PM",1411747,24 minutes,0,0,0,0,0,1,0,0
kjdwZp8XvG2W1A9Q,250726 GMBT +15 MM,Personal Logs,Umbrellas,Public,1753526158,"July 26, 2025 12:35 PM",1672360,28 minutes,0,0,0,0,0,1,0,0
xvHMpjGgh8VqdfLb,Mythic+ Season 3,Send it,PoohXanny,Public,1753498588,"July 26, 2025 4:56 AM",7678682,2 hours,0,0,0,0,0,1,0,0
8pgh1kTazJyvxbX6,Mythic+ Season 3,Personal Logs,TwoSumos,Public,1753496810,"July 26, 2025 4:26 AM",2485124,41 minutes,0,0,0,0,0,1,0,0
KRA2zXdxchntWrG3,aug key?,Personal Logs,Zorjeff,Public,1753472439,"July 25, 2025 9:40 PM",14944050,4 hours,0,0,0,0,0,1,1,0
4RydWxbNM73PkfYr,DKT 15天街,Personal Logs,Windfire,Public,1753469044,"July 25, 2025 8:44 PM",4518454,an hour,0,0,0,0,0,1,1,0
fXn4W7GF3myBYr1L,Mythic+ Season 3,Personal Logs,ricardowarrior,Public,1753452587,"July 25, 2025 4:09 PM",1356800,23 minutes,0,0,0,0,0,1,0,0
cXL2Dkj1QxKpPqMz,Mythic+ Season 3,Personal Logs,Voidmend,Public,1753419880,"July 25, 2025 7:04 AM",1405626,23 minutes,0,0,0,0,0,1,0,0
rbBFaqg6V9wWL8hC,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1753403626,"July 25, 2025 2:33 AM",25232295,7 hours,0,0,0,0,0,1,0,0
3d4ztVH7aTXMxm1b,.,Personal Logs,Suhh7,Public,1753391077,"July 24, 2025 11:04 PM",2351764,39 minutes,0,0,0,0,0,1,1,0
DG8N9YtXW1xAhqZp,.,Personal Logs,Suhh7,Public,1753389743,"July 24, 2025 10:42 PM",2351764,39 minutes,0,0,0,0,0,1,1,0
qMxV74FdhQkzn3t1,.,Personal Logs,Suhh7,Public,1753389702,"July 24, 2025 10:41 PM",1683973,28 minutes,0,0,0,0,0,1,0,0
ktWDJKQr12T7dnCf,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1753389229,"July 24, 2025 10:33 PM",10877738,3 hours,0,0,0,0,0,1,0,0
26fYWyN9a17RqTtL,.,Personal Logs,Suhh7,Public,1753323356,"July 24, 2025 4:15 AM",1683973,28 minutes,0,0,0,0,0,1,0,0
CGRYLdhwWF4m9Hxy,PTR Footage Capture,Personal Logs,Drex_,Public,1753301808,"July 23, 2025 10:16 PM",6096178,2 hours,0,0,0,0,0,1,1,0
kRVry1JnTAj8C2hv,Mythic+ Season 3,Send it,PoohXanny,Public,1753300919,"July 23, 2025 10:01 PM",3373063,an hour,0,0,0,0,0,1,0,0
hPv3pRJHqgV2dB8W,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1753232113,"July 23, 2025 2:55 AM",6852238,2 hours,0,0,0,0,0,1,1,0
kd6z8HBwYcAFVD4R,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1753228217,"July 23, 2025 1:50 AM",3316397,an hour,0,0,0,0,0,1,0,0
Ww4tf3YTAPrZxLjm,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1753225350,"July 23, 2025 1:02 AM",7094069,2 hours,0,0,0,0,0,1,0,0
2f3hkFmnaAjTDGKR,Mythic+ Season 3,Personal Logs,EX-WIND,Public,1752960227,"July 19, 2025 11:23 PM",26063884,7 hours,0,0,0,0,0,1,1,0
PFcTMWz1pHKjZ8qf,key?,Personal Logs,Zorjeff,Public,1752850862,"July 18, 2025 5:01 PM",4092047,an hour,0,0,0,0,0,1,1,0
xN9ZApGBK83VmzQr,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1752772338,"July 17, 2025 7:12 PM",19640652,5 hours,0,0,0,0,0,1,1,0
ahBzbLqr8XMHZWVg,Mythic+ Season 3,Personal Logs,ricardowarrior,Public,1752760812,"July 17, 2025 4:00 PM",5496820,2 hours,0,0,0,0,0,1,1,0
VbZxXhya8jr6PLpY,fq,Personal Logs,jbw8229,Public,1752742868,"July 17, 2025 11:01 AM",2960861,an hour,0,0,0,0,0,1,0,0
njTwBxJQktXzZbWp,250717 GMBT +15 MM,Personal Logs,Umbrellas,Public,1752741129,"July 17, 2025 10:32 AM",2942675,an hour,0,0,0,0,0,1,0,0
MpwXayA2xHVq4bZ7,fq,Personal Logs,jbw8229,Public,1752741034,"July 17, 2025 10:30 AM",12911825,4 hours,0,0,0,0,0,1,1,0
vdZmt6GDVWxg1KNb,Mythic+ Season 3,Personal Logs,ricardowarrior,Public,1752725346,"July 17, 2025 6:09 AM",7681183,2 hours,0,0,0,0,0,1,1,0
RyhrW9YaQC8kGNB7,Mythic+ Season 3,Personal Logs,MioShimo,Public,1752709917,"July 17, 2025 1:51 AM",11477811,3 hours,0,0,0,0,0,1,1,0
yLgTKcCrvbwMtFZW,Mythic+ Season 3,Personal Logs,Aykes,Public,1752685165,"July 16, 2025 6:59 PM",6337797,2 hours,0,0,0,0,0,1,1,0
3yaVAkrc21GMfW4g,Mythic+ Season 3,Personal Logs,juticed,Public,1752647588,"July 16, 2025 8:33 AM",21845451,6 hours,0,0,0,0,0,1,0,0
BCXkJmYWwr9byj3Z,Mythic+ Season 3,Personal Logs,Voidmend,Public,1752641913,"July 16, 2025 6:58 AM",16166636,4 hours,0,0,0,0,0,1,0,0
NrkVxWLbK913Fp6R,Mythic+ Season 3,Personal Logs,smashlowbro,Public,1752603924,"July 15, 2025 8:25 PM",1497695,25 minutes,0,0,0,0,0,1,0,0
L3fDPVQpBxdvR6Nc,Mythic+ Season 3,Personal Logs,EX-WIND,Public,1752602653,"July 15, 2025 8:04 PM",26063884,7 hours,0,0,0,0,0,1,1,0
68bPcLQZhD2NyXAz,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1752593938,"July 15, 2025 5:38 PM",28097298,8 hours,0,0,0,0,0,1,0,0
jgCAaFtLqNKb2dwT,250715 GMBT +15 BM,Personal Logs,Umbrellas,Public,1752583155,"July 15, 2025 2:39 PM",1486270,25 minutes,0,0,0,0,0,1,0,0
t2zaj6dbFvn4NpMT,Mythic+ Season 3,Personal Logs,jkrawitz88,Public,1752548747,"July 15, 2025 5:05 AM",7180547,2 hours,0,0,0,0,0,1,1,0
AfnqjDWmGchzVkZx,Mythic+ Season 3,Personal Logs,Rayocell,Public,1752547545,"July 15, 2025 4:45 AM",7980104,2 hours,0,0,0,0,0,1,1,0
X89njV6ykBc7mhxZ,ptr log,Personal Logs,Zorjeff,Public,1752543458,"July 15, 2025 3:37 AM",34933365,10 hours,0,0,0,0,0,1,1,0
MYFfxBAV9C64TDRd,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1752539411,"July 15, 2025 2:30 AM",672623,11 minutes,0,0,0,0,0,1,0,0
vhVtC8PT3m4BMXLk,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1752520458,"July 14, 2025 9:14 PM",5348974,an hour,0,0,0,0,0,1,1,0
4Q1bxc6kV3qwp9Ta,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1752520421,"July 14, 2025 9:13 PM",26211303,7 hours,0,0,0,0,0,1,1,0
mRyxKh7kVrQnpN4Z,.,Personal Logs,Suhh7,Public,1752518661,"July 14, 2025 8:44 PM",6358336,2 hours,0,0,0,0,0,1,1,0
aY14wdygmB7VPZct,Mythic+ Season 3,Personal Logs,covdova,Public,1752517034,"July 14, 2025 8:17 PM",1366649,23 minutes,0,0,0,0,0,1,0,0
QW9zq7kXAyahVdFv,ptr m+,Personal Logs,TomElvis,Public,1752512381,"July 14, 2025 6:59 PM",13568389,4 hours,0,0,0,0,0,1,1,0
mh3JB91d4LgjCT2n,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1752508772,"July 14, 2025 5:59 PM",12211215,3 hours,0,0,0,0,0,1,1,0
vVTbDr4q72KnHAhW,Mythic+ Season 3,晓月终途,Rurutia,Public,1752508482,"July 14, 2025 5:54 PM",7820205,2 hours,0,0,0,0,0,1,1,0
A2wdNLxYBbzWHKp7,Mythic+ Season 3,Personal Logs,ricardowarrior,Public,1752506828,"July 14, 2025 5:27 PM",17456979,5 hours,0,0,0,0,0,1,1,0
W96aGQCYDgvVfbkF,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1752500162,"July 14, 2025 3:36 PM",5348974,an hour,0,0,0,0,0,1,1,0
P1YJDXCf2r4yQv9m,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1752486871,"July 14, 2025 11:54 AM",1573107,26 minutes,0,0,0,0,0,1,0,0
WT24ban7x9hyCkGw,ptr,Personal Logs,hugordito,Public,1752476904,"July 14, 2025 9:08 AM",16842795,5 hours,0,0,0,0,0,1,0,0
h3X89zANpdRP1BbH,Mythic+ Season 3,Personal Logs,vispo,Public,1752472240,"July 14, 2025 7:50 AM",3816522,an hour,0,0,0,0,0,1,1,0
KL1ZyYQTampxB4Hr,Mythic+ Season 3,Personal Logs,juticed,Public,1752468156,"July 14, 2025 6:42 AM",19573324,5 hours,0,0,0,0,0,1,1,0
jdAZyzXCfgwpmktJ,Mythic+ Season 3,Personal Logs,Zolur,Public,1752464046,"July 14, 2025 5:34 AM",18216425,5 hours,0,0,0,0,0,1,1,0
vjGCDMQZWPzpt7rF,Mythic+ Season 3,Personal Logs,jkrawitz88,Public,1752453041,"July 14, 2025 2:30 AM",5287984,an hour,0,0,0,0,0,1,1,0
4A6Q7WGpRnTCtMhD,Mythic+ Season 3,Personal Logs,quickwinterg,Public,1752451854,"July 14, 2025 2:10 AM",27247134,8 hours,0,0,0,0,0,1,1,0
JHMkpyb8LPKBTVcw,PTR M+12s,Personal Logs,Tassdrummer,Public,1752447917,"July 14, 2025 1:05 AM",7030971,2 hours,0,0,0,0,0,1,1,0
CwAchHB6FrnVfzaq,13.07 - ptr,Personal Logs,ghurd,Public,1752442503,"July 13, 2025 11:35 PM",10015449,3 hours,0,0,0,0,0,1,0,0
M8qyY4d62j7Z9Da3,Mythic+ Season 3,Personal Logs,MioShimo,Public,1752435644,"July 13, 2025 9:40 PM",8661529,2 hours,0,0,0,0,0,1,1,0
DbnPHdWyZCvj1RLB,Mythic+ Season 3,Personal Logs,MioShimo,Public,1752435601,"July 13, 2025 9:40 PM",8661529,2 hours,0,0,0,0,0,1,1,0
n3yJNFXwL8mBtp2Q,13.07 - ptr,Personal Logs,ghurd,Public,1752411684,"July 13, 2025 3:01 PM",9801889,3 hours,0,0,0,0,0,1,0,0
yp4r1QwFntNPWTjJ,Mythic+ Season 3,Personal Logs,Borrunir,Public,1752386750,"July 13, 2025 8:05 AM",3839124,an hour,0,0,0,0,0,1,1,0
RFBdKLjPmr9g7Xak,Mythic+ Season 3,Personal Logs,wraghelm,Public,1752384971,"July 13, 2025 7:36 AM",9526784,3 hours,0,0,0,0,0,1,0,0
81Pqgd67GkK9m4LH,Mythic+ Season 3,Personal Logs,quickwinterg,Public,1752378768,"July 13, 2025 5:52 AM",16781420,5 hours,0,0,0,0,0,1,1,0
qJ7vaz9ZtVfmAcDk,Mythic+ Season 3,Personal Logs,Reileigh,Public,1752364211,"July 13, 2025 1:50 AM",10675296,3 hours,0,0,0,0,0,1,1,0
fA12N97kzQYqGHBx,ptr log saturday,Personal Logs,Zorjeff,Public,1752362874,"July 13, 2025 1:27 AM",31897888,9 hours,0,0,0,0,0,1,1,0
BYJrAf1KGmy7FDnP,Mythic+ Season 3,Personal Logs,wraghelm,Public,1752355230,"July 12, 2025 11:20 PM",10033126,3 hours,0,0,0,0,0,1,1,0
w6mPxkCtVGH9AXyW,Mythic+ Season 3,Personal Logs,Deibe,Public,1752351035,"July 12, 2025 10:10 PM",11009217,3 hours,0,0,0,0,0,1,0,0
kgHcxJPCw2vRN9QK,DKT 15天街15宏图,Personal Logs,Windfire,Public,1752346588,"July 12, 2025 8:56 PM",8936670,2 hours,0,0,0,0,0,1,1,0
HNJ7FxZy1YdTCwbv,ptr m+,Personal Logs,TomElvis,Public,1752346359,"July 12, 2025 8:52 PM",19936858,6 hours,0,0,0,0,0,1,1,0
8LWDhmNfTa7XMAV2,aug ptr,Personal Logs,Pluto99,Public,1752344643,"July 12, 2025 8:24 PM",9598282,3 hours,0,0,0,0,0,1,0,0
m8GJvn2R6WAMyBND,aug ptr,Personal Logs,Pluto99,Public,1752336453,"July 12, 2025 6:07 PM",86466002,a day,0,0,0,0,0,1,0,0
kacVmd6KCnz1p8fL,Mythic+ Season 3,Personal Logs,tyujrtuy,Public,1752334080,"July 12, 2025 5:28 PM",20230098,6 hours,0,0,0,0,0,1,1,0
kzAKMVJhb23DfpL4,Mythic+ Season 3,Personal Logs,tyujrtuy,Public,1752333817,"July 12, 2025 5:23 PM",13558699,4 hours,0,0,0,0,0,1,0,0
qZGW6xYF4QL2CRAT,Mythic+ Season 3,Personal Logs,tyujrtuy,Public,1752333343,"July 12, 2025 5:15 PM",12505130,3 hours,0,0,0,0,0,1,0,0
8kw6Kbv1hVadCXqF,Mythic+ Season 3,Personal Logs,Musimoto,Public,1752331105,"July 12, 2025 4:38 PM",4951776,an hour,0,0,0,0,0,1,0,0
abc1NLXwP7rpGHtk,Mythic+ Season 3,Personal Logs,makoraa,Public,1752322814,"July 12, 2025 2:20 PM",2613620,44 minutes,0,0,0,0,0,1,0,0
PXr8jNfQdJ7Z6Gkh,250712 Tazavesh +12 MM,Personal Logs,Umbrellas,Public,1752317384,"July 12, 2025 12:49 PM",6160452,2 hours,0,0,0,0,0,1,1,0
rC3tKLkmJNTRaQj1,Mythic+ Season 3,Personal Logs,flamesc,Public,1752307398,"July 12, 2025 10:03 AM",7719755,2 hours,0,0,0,0,0,1,0,0
W2dCgpG4DTkv3ZN9,fq,Personal Logs,jbw8229,Public,1752298356,"July 12, 2025 7:32 AM",19519630,5 hours,0,0,0,0,0,1,1,0
nvAxgkbNq6MpTycY,Mythic+ Season 3,Personal Logs,Equinox,Public,1752292006,"July 12, 2025 5:46 AM",2729441,an hour,0,0,0,0,0,1,0,0
TpYLVzXh6tBMNmQP,Mythic+ Season 3,Personal Logs,Zolur,Public,1752286289,"July 12, 2025 4:11 AM",6629892,2 hours,0,0,0,0,0,1,0,0
gpGYV6yC9kZwhtcX,Gambito,Personal Logs,Shawnzx,Public,1752282528,"July 12, 2025 3:08 AM",2208161,37 minutes,0,0,0,0,0,1,0,0
QhpMRK3zZkPHXaqg,"mythic ptr test 4,5,6,7",Personal Logs,Zorjeff,Public,1752281834,"July 12, 2025 2:57 AM",50201983,14 hours,0,0,0,0,0,1,1,0
h9Qb6yw2mXYJpn8B,Mythic+ Season 3,Personal Logs,Stormkrait,Public,1752273290,"July 12, 2025 12:34 AM",23884084,7 hours,0,0,0,0,0,1,1,0
PV1Lz9HWtxnCDJ3h,Mythic+ Season 3,Personal Logs,highwawa11,Public,1752272679,"July 12, 2025 12:24 AM",6318357,2 hours,0,0,0,0,0,1,0,0
rQRHqL3hkcfa87Gm,Mythic+ Season 3,Personal Logs,Kromac,Public,1752266696,"July 11, 2025 10:44 PM",3729815,an hour,0,0,0,0,0,1,0,0
JawMvzXpQc1Gftk2,Mythic+ Season 3,Personal Logs,Kromac,Public,1752266517,"July 11, 2025 10:41 PM",1962443,33 minutes,0,0,0,0,0,1,0,0
kbQLKjR3Wrz6Jx17,Mythic+ Season 3,Personal Logs,quickwinterg,Public,1752257296,"July 11, 2025 8:08 PM",10077186,3 hours,0,0,0,0,0,1,1,0
QWtkDzGwXN6aMBjc,3434,Personal Logs,SunU,Public,1752252279,"July 11, 2025 6:44 PM",6081974,2 hours,0,0,0,0,0,1,1,0
69JNXQ4wCdm7Fkyh,3434,Personal Logs,SunU,Public,1752250330,"July 11, 2025 6:12 PM",3639573,an hour,0,0,0,0,0,1,1,0
qycYfCW32FkAdTrQ,Mythic+ Season 3,Personal Logs,EX-WIND,Public,1752249631,"July 11, 2025 6:00 PM",33496160,9 hours,0,0,0,0,0,1,1,0
rx9z7VWvfKAYqDwj,Mythic+ Season 3,Personal Logs,juticed,Public,1752249096,"July 11, 2025 5:51 PM",17038875,5 hours,0,0,0,0,0,1,1,0
bLcGtmJF4xDYv83d,Mythic+ Season 3,Personal Logs,Diolusion,Public,1752244859,"July 11, 2025 4:40 PM",1776134,30 minutes,0,0,0,0,0,1,0,0
j3z7xq4HaVBW1Mfr,DKT 宏图14+1,Personal Logs,Windfire,Public,1752243768,"July 11, 2025 4:22 PM",1642112,27 minutes,0,0,0,0,0,1,0,0
cDn6QK7ztZMBbghk,DKT 宏图16+2,Personal Logs,Windfire,Public,1752240143,"July 11, 2025 3:22 PM",2622167,44 minutes,0,0,0,0,0,1,0,0
4KLnZPDgBGxykYNC,Mythic+ Season 3,Personal Logs,flamesc,Public,1752231254,"July 11, 2025 12:54 PM",7141361,2 hours,0,0,0,0,0,1,0,0
gHDVBkzvGmRATdbJ,Mythic+ Season 3,Personal Logs,所遇皆良缘,Public,1752230506,"July 11, 2025 12:41 PM",6847678,2 hours,0,0,0,0,0,1,1,0
3cCxn7jfHXtbFZL6,M+,Personal Logs,Driney,Public,1752221871,"July 11, 2025 10:17 AM",10602922,3 hours,0,0,0,0,0,1,1,0
mTcpDHb9AGYRCxV1,Mythic+ Season 3,Personal Logs,Borrunir,Public,1752221001,"July 11, 2025 10:03 AM",7918380,2 hours,0,0,0,0,0,1,1,0
CaPZkJw6AdbjWgfQ,Mythic+ Season 3,Personal Logs,frydays,Public,1752219483,"July 11, 2025 9:38 AM",2695834,an hour,0,0,0,0,0,1,0,0
