Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,ID
"Int2hWeapon (Mage, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Monk, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Priest, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,,,,,,,,,,,,,
"Int2hWeapon (Warlock, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,27%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Shaman, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,0%,,,,,,,,
,Rookery,1st,Hc,Int,0%,,,,,,33%,0%,0%,,33%,,33%,,,,,,,0%,,0%,,,,,,33%,,,,33%,0%,,,,,,,,221032
,City of Threads,1st,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,,,,,,,,,,0%,,,,,,,,221166
,Stonevault,2nd,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,,,,,0%,0%,,,,,,,,0%,,,,,,,,221083
,Stonevault,3rd,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,,,,,,,,,,0%,,,,,,,,221085
,Grim Batol,Last,m0,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,,,,,,,,,,0%,,,,,,,,133303
,Mists of Tirna,Last,m0,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,,,,,,,,,,0%,,,,,,,,178714
"Int2hWeapon (Paladin, m0)",1 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"Int2hWeapon (Evoker, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Mage, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Monk, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Priest, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Warlock, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Druid, m0)",5 available in m0,,m0,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int2hWeapon (Shaman, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,
"Ranged (Hunter, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,
,Rookery,2nd,Hc,Agi,0%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,221039
,Stonevault,1st,both,Agi,0%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,221074
,Stonevault,Last,both,Agi,0%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,221089
,Necrotic Wake,1st,m0,Agi,0%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,178735
"Ranged (Hunter, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,23%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Evoker, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,24%,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Mage, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Monk, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"Offhand (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"Offhand (Priest, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23%,,,,,,,,,,,,,
"Offhand (Shaman, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,
"Offhand (Warlock, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cinderbrew,2nd,Hc,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,221056
,Darkflame Cleft,1st,Hc,Int,0%,,,,,,33%,0%,0%,,25%,,25%,,,,,,,0%,,0%,,0%,0%,,,33%,,,,25%,0%,,,,,,,,221097
,City of Threads,2nd,both,Int,0%,,,,,,25%,0%,0%,,25%,,25%,,,,,,,0%,,0%,,0%,0%,,,25%,,,,25%,0%,,,,,,,,221172
,Dawnbreaker,1st,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,221132
"Offhand (Druid, m0)",2 available in m0,,m0,,,,,,,,11%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Evoker, m0)",2 available in m0,,m0,,,,,,,,,,,,15%,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Mage, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offhand (Monk, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"Offhand (Paladin, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"Offhand (Priest, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,,,,,,,,,,,,
"Offhand (Shaman, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,0%,,,,,,,,
"Offhand (Warlock, m0)",2 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shield (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,,,,,,,,,
"Shield (Shaman, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,23%,,,,,,,
"Shield (Warrior, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,
,Priory,1st,Hc,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,,,,0%,0%,,221117
,Rookery,2nd,Hc,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,,,,0%,0%,,221045
,City of Threads,3rd,both,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,25%,,0%,,,,,,,,0%,25%,,,,0%,0%,,221177
,Stonevault,1st,both,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,,33%,0%,,,,,,,,0%,,,,,0%,0%,,221073
,Mists of Tirna,Last,m0,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,,33%,0%,,,,,,,,0%,,,,,0%,0%,,178712
,Necrotic Wake,3rd,m0,"Str,Int",0%,,,,,,,,,,,,,,,,,,,,,,,33%,0%,,,,,,,33%,0%,,,,,0%,0%,,178750
"Shield (Paladin, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,,,,,,,,,
"Shield (Shaman, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,0%,,,,,,,,
"Shield (Warrior, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,
"DpsTrinket (Dh, Hc)",5 available in Hc,,Hc,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Dk, Hc)",5 available in Hc,,Hc,,36%,0%,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Druid, Hc)",5 available in Hc,,Hc,,,,,,,,28%,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Evoker, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Hunter, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Mage, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Paladin, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,
"DpsTrinket (Priest, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,
"DpsTrinket (Rogue, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39%,,,,,,,,,,,
"DpsTrinket (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26%,,0%,,,,,,,
"DpsTrinket (Warlock, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Warrior, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34%,0%,
,Cinderbrew,3rd,Hc,"Dps,Agi,Str",33%,0%,,,,0%,33%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,,,33%,,0%,,,,,,0%,219298
,Darkflame Cleft,1st,Hc,"Dps,Agi",50%,0%,33%,,,0%,33%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,,,25%,,0%,,,,,33%,0%,219304
,Rookery,1st,Hc,"Dps,Agi",50%,0%,,,,0%,33%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,33%,,,,0%,,,,,,0%,219294
,City of Threads,2nd,both,"Dps,Agi",50%,0%,,,,0%,25%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,,,25%,,0%,,,,,,0%,219319
,Stonevault,3rd,both,"Dps,",33%,0%,,,,0%,33%,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,,,33%,,0%,,,,,,0%,219301
,Necrotic Wake,3rd,m0,"Dps,Int",33%,0%,,,,0%,,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,33%,,33%,33%,,0%,,,,,,0%,178772
,Siege of Boralus,3rd,m0,"Dps,Int",25%,0%,,,,0%,,,0%,0%,,0%,,,,,,,,0%,0%,,0%,0%,,0%,0%,,,,,,,0%,,,,,,0%,159622
"DpsTrinket (Dh, m0)",4 available in m0,,m0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Dk, m0)",4 available in m0,,m0,,25%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Druid, m0)",4 available in m0,,m0,,,,,,,,25%,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Evoker, m0)",4 available in m0,,m0,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Hunter, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Mage, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Monk, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Paladin, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,
"DpsTrinket (Priest, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,
"DpsTrinket (Rogue, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,,29%,,,,,,,,,,
"DpsTrinket (Shaman, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23%,,0%,,,,,,,
"DpsTrinket (Warlock, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DpsTrinket (Warrior, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
"HealTrinket (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealTrinket (Evoker, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealTrinket (Monk, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"HealTrinket (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"HealTrinket (Priest, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,
"HealTrinket (Shaman, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,
,Darkflame Cleft,3rd,Hc,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219306
,Priory,Last,Hc,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219310
,City of Threads,3rd,both,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219320
,Stonevault,3rd,both,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219302
,Grim Batol,2nd,m0,"Heal,",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,133304
,Necrotic Wake,Last,m0,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,178783
"HealTrinket (Druid, m0)",4 available in m0,,m0,,,,,,,,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealTrinket (Evoker, m0)",4 available in m0,,m0,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealTrinket (Monk, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"HealTrinket (Paladin, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"HealTrinket (Priest, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,
"HealTrinket (Shaman, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,
"TankTrinket (Dh, Hc)",4 available in Hc,,Hc,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Dk, Hc)",4 available in Hc,,Hc,,29%,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,0%,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Monk, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,
"TankTrinket (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,
"TankTrinket (Warrior, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,
,Cinderbrew,1st,Hc,"Tank,",33%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219297
,Priory,2nd,Hc,"Tank,",50%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219309
,Ara-Kara,2nd,both,"Tank,Agi,Str",33%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219316
,Stonevault,1st,both,"Tank,Agi,Str",50%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219315
,Grim Batol,2nd,m0,"Tank,",33%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,133291
"TankTrinket (Dh, m0)",3 available in m0,,m0,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Dk, m0)",3 available in m0,,m0,,21%,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Druid, m0)",3 available in m0,,m0,,,,,,,,0%,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Monk, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,
"TankTrinket (Paladin, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,
"TankTrinket (Warrior, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,
"AnyroleTrinket (Dk, Hc)",10 available in Hc,,Hc,,57%,,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Warrior, Hc)",10 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55%,55%,
"AnyroleTrinket (Druid, Hc)",12 available in Hc,,Hc,,,,,,,,,54%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Evoker, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Mage, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Monk, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,53%,,53%,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Paladin, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,55%,57%,,,,,,,,,,,,,,,,
"AnyroleTrinket (Priest, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Shaman, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58%,,,,,,,,
"AnyroleTrinket (Warlock, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Dh, Hc)",9 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Hunter, Hc)",9 available in Hc,,Hc,,,,,,,,,,,,,,,56%,56%,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Rogue, Hc)",9 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55%,,55%,,,,,,,,,,
,Cinderbrew,Last,Hc,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,219299
,Darkflame Cleft,2nd,Hc,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,219305
,Darkflame Cleft,Last,Hc,,33%,,,,,,,,,,,,,,,,,,,,,,,,33%,,,,33%,,33%,,,,,,,33%,33%,,219307
,Priory,1st,Hc,All3,50%,,,,,,,33%,33%,,,,,,,33%,,,,33%,,33%,33%,33%,,,,,,,,33%,,33%,,,,,,33%,219308
,Rookery,2nd,Hc,All3,33%,,,,,,,,,,,,,33%,33%,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,219295
,Rookery,Last,Hc,,33%,,25%,,,,,,,,,,,,,,,,,,,,,25%,,,,,25%,,25%,,,,,,,,25%,25%,219296
,Ara-Kara,1st,both,,50%,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,219314
,Ara-Kara,Last,both,"Agi,Int",0%,,,,,,,,,,,,,,,33%,,,,33%,,33%,,0%,0%,,,,,,,33%,,33%,,,,,,,219317
,City of Threads,1st,both,,50%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,33%,,33%,,,,,,,219318
,City of Threads,Last,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,219321
,Dawnbreaker,1st,both,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,219311
,Dawnbreaker,2nd,both,"Agi,Int",0%,,,,,,,25%,25%,,,,,,,20%,,,,25%,,25%,,0%,0%,,,,25%,,25%,,,,,,,,,,219312
,Dawnbreaker,Last,both,Str,25%,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,212453
,Stonevault,2nd,both,Str,50%,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,219300
,Stonevault,Last,both,,50%,,33%,,,,,,,,,,,50%,50%,,,,,33%,,33%,,33%,,,,,,33%,,,50%,,,,,,33%,33%,219303
,Grim Batol,1st,m0,Agi,0%,,,,,,0%,,,0%,,,,,,,,,,,0%,,,,,,,,,,,0%,,0%,,,,,,,133282
,Grim Batol,Last,m0,,20%,,16%,,,,20%,,,20%,,,,,,,,,,,20%,,,20%,20%,,,,,,,20%,,20%,,,,,16%,,133305
,Grim Batol,Last,m0,Str,20%,,16%,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,16%,,133300
,Mists of Tirna,1st,m0,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,178708
,Mists of Tirna,2nd,m0,Agi,0%,,,,,,0%,,,0%,,,,,,,,,,,0%,,,,,,,,25%,,25%,0%,,0%,,,,,,,178715
,Necrotic Wake,2nd,m0,Agi,0%,,,,,,0%,,,0%,,,,,,,,,,,0%,,,,,,,,,,,0%,,0%,,,,,,,178742
,Necrotic Wake,3rd,m0,Str,50%,,33%,33%,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,178751
,Siege of Boralus,2nd,m0,Agi,0%,,,,,,0%,,,0%,,,,,,,,,,,0%,,,,,,,,,,,0%,,0%,,,,,,,159623
"AnyroleTrinket (Dh, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Druid, m0)",10 available in m0,,m0,,,,,,,,45%,,,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Hunter, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,57%,57%,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Monk, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,45%,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Rogue, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Shaman, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,49%,,,,,,,
"AnyroleTrinket (Evoker, m0)",8 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Mage, m0)",8 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Priest, m0)",8 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Warlock, m0)",8 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Dk, m0)",9 available in m0,,m0,,52%,,47%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Paladin, m0)",9 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,48%,48%,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Warrior, m0)",9 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47%,48%,
